,Formulas
87003,Fe6 O8 F4
87004,Fe6 O8 F4
87005,Fe6 O8 F4
87006,Fe6 O8 F4
87007,Fe6 O8 F4
87008,Fe6 O8 F4
87009,Fe6 O8 F4
87010,Fe6 O8 F4
87011,Fe6 O8 F4
87012,Fe6 O8 F4
87013,Fe6 O8 F4
87014,Fe6 O8 F4
87015,Fe6 O8 F4
87016,Fe6 O8 F4
87017,Fe6 O8 F4
87018,Fe6 O8 F4
87019,Fe6 O8 F4
87020,Fe6 O8 F4
87021,Fe6 O8 F4
87022,Mg5 Fe19 O32
87023,Rb2 Fe2 Cl6
87024,Rb1 Fe1 Cl3
87025,Mg4 Fe2 N4
87026,Zn9 Fe15 O32
87027,Ti12 Fe5 O32
87028,Ho2 Al1 Fe3
87029,Ba1 Mg14 Fe1
87030,Ba1 Mg14 Fe1
87031,Zn1 Fe4 O8
87032,Zn1 Fe4 O8
87033,Tb2 Fe17 N2
87034,Sm12 Fe20 O48
87035,Fe4 P6 O20
87036,Er6 Fe2 Si6
87037,Ba6 Fe52 O82
87038,Tm6 Fe1 Bi2
87039,Mg12 Fe2 W2
87040,Mg12 Fe2 W2
87041,Mn4 Fe1 O8
87042,Ca2 Fe4 S8
87043,Ca2 Fe4 S8
87044,Ca2 Fe4 S8
87045,Ca2 Fe4 S8
87046,V3 Fe1 S6
87047,Fe2 Sb2 Te2
87048,Fe4 Sb4 Te4
87049,Mg14 Fe1 Co1
87050,Mg14 Fe1 Co1
87051,Sr8 Fe16 O32
87052,Li4 Fe6 O12
87053,Li4 Fe6 O12
87054,Li2 Fe3 O6
87055,Li4 Fe6 O12
87056,Li4 Fe6 O12
87057,Fe4 Sn4 O24
87058,Fe1 Sn1 O6
87059,Mg1 Fe1 F6
87060,Fe4 Se4 O16
87061,Sr2 Fe1 O4
87062,Sr1 Fe1 O2
87063,Fe6 Ni6 P4
87064,Mn2 Fe2 B2
87065,Li16 Fe10 O20
87066,Li16 Fe10 O20
87067,Li16 Fe10 O20
87068,Li8 Fe5 O10
87069,Zr6 Al2 Fe1
87070,Ba8 Fe8 F40
87071,Ba8 Fe8 F40
87072,Sm12 Fe26 Bi2
87073,Rb12 Fe4 S12
87074,Rb12 Fe4 S12
87075,Ho2 Fe2 Co2
87076,Ga8 Fe4 O16
87077,Dy2 Fe1 Si4
87078,U4 Fe4 O16
87079,Zr1 Al6 Fe6
87080,Tb6 Al6 Fe12
87081,Cr1 Fe11 Si4
87082,Fe4 Rh2 S8
87083,Fe8 H12 F8
87084,Fe4 Mo8 O14
87085,Fe4 Mo8 O14
87086,Fe4 Mo8 O14
87087,Pr2 Fe4 O12
87088,Fe2 As1 S3
87089,Er2 Fe3 Cu1
87090,Nd2 Fe2 Si4
87091,Sm2 Fe1 Ge4
87092,Zn1 Fe1 Sb2
87093,Nd2 Fe17 N3
87094,Sc4 Fe2 Si4
87095,Gd12 Fe20 O48
87096,Nd2 Fe12 P7
87097,Fe8 Te16 O44
87098,La2 Fe2 Sb4
87099,Ba6 Fe8 S15
87100,Mg10 Fe2 N8
87101,Mg1 Fe8 O16
87102,U2 Zn40 Fe4
87103,Sm2 Fe17 N2
87104,Cr8 Fe24 O48
87105,Cr8 Fe24 O48
87106,Zr4 V4 Co4
87107,Zr4 V4 Co4
87108,Ce2 Fe2 Co2
87109,La24 Co4 Cl44
87110,Pr1 Sm1 Co17
87111,Fe10 Co2 N8
87112,Er2 Co1 Ir1
87113,Nb1 Cr1 Co1
87114,Ti1 Co1 Sn1
87115,Ti1 Co1 Sn1
87116,Co12 Ge4 C1
87117,Sc6 Co4 Ge6
87118,Zr1 Co1 F6
87119,Zr1 Co1 F6
87120,Gd2 Ga4 Co2
87121,Er1 Co3 B2
87122,Gd1 Er1 Co4
87123,Dy2 Co12 P7
87124,Nd2 Ga1 Co2
87125,Er2 Co1 Ge6
87126,Y1 V2 Co10
87127,Co2 Mo12 O68
87128,Co6 O7 F5
87129,Co6 O7 F5
87130,Co6 O7 F5
87131,Co6 O7 F5
87132,Co6 O7 F5
87133,Co6 O7 F5
87134,Co6 O7 F5
87135,Rb12 Co4 O14
87136,Rb12 Co4 O14
87137,Na16 Co10 O28
87138,Na16 Co10 O28
87139,Tm1 In5 Co1
87140,Ga2 Fe1 Co1
87141,Y4 Co20 As12
87142,Ho3 Ga6 Co9
87143,Co4 Si4 W4
87144,Zr6 Ga9 Co3
87145,Zr2 Ga3 Co1
87146,In4 Co4 O12
87147,Co9 Cu3 O16
87148,Co9 Cu3 O16
87149,Be2 Co1 Pd1
87150,Ti3 Co3 Ge3
87151,Sm2 Co8 B2
87152,Tb12 In2 Co4
87153,K4 Co2 Se4
87154,Mg14 Co1 W1
87155,Mg14 Co1 W1
87156,Sc2 Al1 Co3
87157,Y4 Ga4 Co4
87158,Tb3 Co11 B4
87159,Ce1 Co2 Ge2
87160,V3 Co1 O8
87161,V12 Co4 O32
87162,V3 Co1 O8
87163,V12 Co4 O32
87164,Ce2 Zn4 Co2
87165,Rb1 Co2 Se2
87166,Er2 Co6 Si4
87167,Sm1 Ga5 Co1
87168,Ho2 Co1 Os1
87169,Co2 Te4 Pd4
87170,Co2 P8 F24
87171,Sm2 Fe2 Co2
87172,Cd4 Co8 O16
87173,Cd2 Co4 O8
87174,Cd4 Co8 O16
87175,Cd4 Co8 O16
87176,Cd2 Co4 O8
87177,Cd2 Co4 O8
87178,Co8 W16 O56
87179,Co6 O8 F4
87180,Co6 O8 F4
87181,Co6 O8 F4
87182,Co6 O8 F4
87183,Co6 O8 F4
87184,Co6 O8 F4
87185,Mg1 Nb1 Co2
87186,Lu12 Co4 Sn2
87187,Nb4 Co8 Sn4
87188,Nb1 Co2 Sn1
87189,Nb1 Co2 Sn1
87190,Th2 Co4 P4
87191,Y4 Co4 Ge4
87192,Tm4 Co1 Sn8
87193,Ce2 Co10 H6
87194,Tm1 Al1 Co4
87195,Gd2 Co18 Si8
87196,Gd2 Co18 Si8
87197,Lu4 Al6 Co2
87198,La6 Co8 Sn26
87199,Ta4 V4 Co4
87200,Ho6 Co18 P12
87201,Tb3 Ga6 Co9
87202,Tb1 Ga2 Co3
87203,Tb3 Ga6 Co9
87204,Tb3 Ga6 Co9
87205,Pr4 Ga4 Co4
87206,Pr4 Ga4 Co4
87207,Pr7 Co1 I12
87208,Cs12 Co4 I20
87209,Gd3 Co2 Ge4
87210,Co10 Ge3 O16
87211,V8 Co4 O32
87212,Sm4 Co4 O12
87213,Sm1 Co1 O3
87214,Dy1 In1 Co4
87215,Mn5 Co1 O12
87216,Co7 Ni1 P4
87217,Ho2 Ga8 Co1
87218,U6 Co6 Sb8
87219,Co12 Bi4 O32
87220,Co3 Bi1 O8
87221,Co12 Bi4 O32
87222,Gd1 Co3 B2
87223,V4 Co6 O16
87224,Co2 S2 O8
87225,Co4 S4 O16
87226,Co2 S2 O8
87227,K1 Co1 O3
87228,U1 Co6 Ge6
87229,Pr2 Al8 Co2
87230,Y2 Co4 O8
87231,Y2 Co4 O8
87232,Y2 Co4 O8
87233,In1 Co22 B6
87234,Zr6 Co16 Ge7
87235,Nd4 Mg3 Co2
87236,Hf4 Co4 As4
87237,Sm4 Al32 Co8
87238,Co1 Bi2 O6
87239,Co4 Bi8 O24
87240,Co3 Bi6 O18
87241,Sc4 Co7 Ge6
87242,Rb10 Co4 O8
87243,Rb10 Co4 O8
87244,Rb10 Co4 O8
87245,Tb2 Co18 Si8
87246,Gd1 Co2 B2
87247,Gd4 Ga18 Co6
87248,Er3 Ga6 Co9
87249,Dy2 In8 Co1
87250,Be1 Fe1 Co2
87251,Dy1 Ti1 Co11
87252,Co2 B4 Mo1
87253,Th2 Co1 Si3
87254,Th2 Co1 Si3
87255,Zr2 Co1 Os1
87256,Pr8 Co20 B8
87257,Fe3 Co5 O16
87258,Fe3 Co5 O16
87259,Yb6 Co2 Sn12
87260,Ti3 Co1 S6
87261,Ti6 Co2 S12
87262,Sc4 Al18 Co6
87263,Mg1 Ti1 Co2
87264,Mg1 Ti1 Co2
87265,Nb16 Co8 C4
87266,Dy20 Co24 Sn72
87267,Sm8 Co20 B8
87268,Tb2 Co1 Ge4
87269,Sc1 Co2 Si2
87270,Nd4 Ga4 Co4
87271,Ca6 Co8 Sn26
87272,Tb4 Co4 B16
87273,Er4 Ga16 Co3
87274,Co20 Sb60 I4
87275,Sm4 Fe31 Co3
87276,Fe2 Co1 Se4
87277,Fe2 Co1 Se4
87278,Fe2 Co1 Se4
87279,Co8 Sn2 N8
87280,Mg4 Co2 H10
87281,Sc4 Co4 Si4
87282,Sc2 Co2 Si2
87283,Sm2 In8 Co1
87284,Co1 Pd2 N2
87285,Dy6 Co4 Si6
87286,Li26 Co22 O48
87287,Tm12 Ga2 Co4
87288,Sm6 Ga2 Co6
87289,Tm16 Ga6 Co2
87290,Ce1 Co4 Cu1
87291,Hf4 Al6 Co2
87292,Ca12 Co8 N16
87293,Tb2 Co8 B8
87294,Y1 Co4 Si1
87295,Mn1 Be2 Co1
87296,Ca2 Ga6 Co4
87297,Mg14 Co1 Cu1
87298,Lu3 Co11 B4
87299,Ta1 Zn1 Co2
87300,Ga16 Co8 O32
87301,Ga8 Co4 O16
87302,Ga8 Co4 O16
87303,La2 Co1 Ir1
87304,Y1 Co4 Ge1
87305,Co2 As2 S2
87306,Co4 As4 S4
87307,Co4 As4 S4
87308,Co4 As4 S4
87309,Co2 As2 S2
87310,Co4 As4 S4
87311,Nb2 Co21 B6
87312,Mn2 Co2 Sb2
87313,Mn1 Co1 Sb1
87314,Mn1 Co1 Sb1
87315,Mn1 Co1 Sb1
87316,Mn8 Co8 Sb8
87317,Mn8 Co8 Sb8
87318,Mg14 Ga1 Co1
87319,Mg14 Ga1 Co1
87320,Er1 Co1 C2
87321,Zr12 Co2 I28
87322,Sm2 Co5 Ni5
87323,Nd2 Al8 Co2
87324,Li8 Co6 O14
87325,Li8 Co6 O14
87326,Li8 Co6 O14
87327,Li8 Co6 O14
87328,Li8 Co6 O14
87329,Li8 Co6 O14
87330,Li8 Co6 O14
87331,Li8 Co6 O14
87332,Li8 Co6 O14
87333,Li8 Co6 O14
87334,Li8 Co6 O14
87335,Li8 Co6 O14
87336,Li8 Co6 O14
87337,Li8 Co6 O14
87338,Li8 Co6 O14
87339,Li8 Co6 O14
87340,Li8 Co6 O14
87341,Li8 Co6 O14
87342,Li8 Co6 O14
87343,Li8 Co6 O14
87344,Li8 Co6 O14
87345,Li8 Co6 O14
87346,Li8 Co6 O14
87347,Li8 Co6 O14
87348,Dy20 Co4 Sb8
87349,Ce4 Al32 Co8
87350,Dy4 Co4 Si4
87351,Co3 Re25 B12
87352,Sm12 Co4 Sn2
87353,Pm2 Co1 Ru1
87354,Ti2 Co3 Sn2
87355,Co1 Re1 O4
87356,Nd2 Co2 C4
87357,Mn2 Co9 N8
87358,Ce6 Co16 Si2
87359,Ce6 Co16 Si2
87360,Nd2 Co2 Si2
87361,Sc2 Co2 C4
87362,Nd2 Al1 Co2
87363,Dy2 Al3 Co1
87364,Ca1 Co4 O8
87365,Ca1 Co4 O8
87366,Zr1 Co1 Bi1
87367,Ti2 Co1 Re1
87368,Co2 C8 O12
87369,Co1 Mo12 Se16
87370,Y2 Co18 Si8
87371,Li4 Co2 O4
87372,Li2 Co1 O2
87373,Li2 Co1 O2
87374,Zn4 Co1 Se5
87375,Mg14 Fe1 Co1
87376,Mg14 Fe1 Co1
87377,Ca2 Co8 O18
87378,Lu6 Co30 Si18
87379,Mn4 Co4 As4
87380,U2 Zn40 Co4
87381,Co2 Re4 O16
87382,Co2 Re4 O16
87383,Mg4 Co4 F20
87384,Mg2 Co2 F10
87385,Co5 Bi1 O12
87386,Cs8 Co4 Cl16
87387,Hf4 Co4 O12
87388,Tb6 Co1 Te2
87389,Tm2 Co1 Ge4
87390,Co4 Te1 O8
87391,Co8 Te2 O16
87392,Ho2 Fe2 Co2
87393,Dy2 Al1 Co3
87394,Nd1 Co2 As2
87395,Er2 Co2 Sn4
87396,Rb4 Co2 S4
87397,Tb4 Co6 Ge10
87398,Mn2 Co1 Mo1
87399,Sm22 Co80 B80
87400,Co2 P4 W2
87401,Dy2 Co1 Ge6
87402,Tb2 Co12 P7
87403,Ho4 Co3 B6
87404,Co4 P6 O20
87405,Co4 P6 O20
87406,Co4 P6 O20
87407,Co28 Ge4 N24
87408,Lu1 Co1 C2
87409,Tm5 Co19 P12
87410,Co1 I7 N6
87411,Eu4 Co4 O12
87412,Eu1 Co1 O3
87413,Dy1 Ga1 Co4
87414,Zr4 Co4 N8
87415,U6 Co14 B4
87416,Cs4 Co4 O8
87417,Cs4 Co4 O8
87418,Cs4 Co4 O8
87419,Cs2 Co2 O4
87420,Pr20 Co4 Sb8
87421,Co2 C8 N12
87422,Co1 H6 Cl2
87423,Tb8 Co2 B26
87424,Co2 P2 Pd2
87425,Sr2 Mg12 Co2
87426,Tb4 Co4 Si4
87427,Tb2 Co2 Si2
87428,Co22 C4 N20
87429,Lu4 Co1 Sn8
87430,Sm6 Co16 Sn8
87431,Sm2 Ga8 Co1
87432,Sr1 Zr1 Co1
87433,Co16 Mo12 O48
87434,Ce1 Co2 Si2
87435,Tm10 Co8 Si28
87436,Co4 N2 O12
87437,Li8 Co5 O10
87438,Li16 Co10 O20
87439,Li16 Co10 O20
87440,Li16 Co10 O20
87441,Li16 Co10 O20
87442,Li8 Co5 O10
87443,Li8 Co5 O10
87444,Fe1 Co2 Ge1
87445,Al1 Co1 Ni6
87446,Ti2 Cr1 Co1
87447,Co4 Mo12 O72
87448,Co1 Sn3 F6
87449,Sr2 Co12 O22
87450,Ti4 Co4 Si4
87451,Ti3 Co3 Si3
87452,Nd2 Co5 Cu5
87453,Dy1 V2 Co10
87454,Tb4 Co14 B6
87455,Co2 Rh2 S8
87456,V16 Co8 N4
87457,Mn1 Co1 N2
87458,Gd2 Co8 B2
87459,Co2 W4 Cl20
87460,Co1 S1 I1
87461,Co1 S1 I1
87462,Co4 Si4 Mo4
87463,Sm2 Co2 P2
87464,U4 Co6 Ge2
87465,Co2 Ru2 S8
87466,La2 Co2 Si1
87467,Sc2 Co12 P7
87468,Nd1 Co2 P2
87469,Co4 N20 Cl12
87470,Co4 N20 Cl12
87471,Y4 Co4 B16
87472,V10 Co2 O30
87473,Zr2 Zn40 Co4
87474,Er12 Ga42 Co14
87475,Co3 Sn1 C1
87476,Sc1 Co6 Ge6
87477,Ta4 Ti4 Co4
87478,Fe4 Co2 O8
87479,Fe12 Co6 O24
87480,Fe24 Co12 O48
87481,Fe16 Co8 O32
87482,Fe4 Co2 O8
87483,Fe4 Co2 O8
87484,Fe12 Co6 O24
87485,Fe4 Co2 O8
87486,Co4 Tc2 O8
87487,Mg14 Co1 Sb1
87488,Mg14 Co1 Sb1
87489,Y2 Mn2 Co2
87490,Ta8 Co8 Si14
87491,Er2 Co2 Ni2
87492,Dy1 Co10 Mo2
87493,Ti12 Co6 Ni6
87494,Ti2 Co1 Ni1
87495,Sm4 Co14 B6
87496,U2 Co2 Ni2
87497,Co1 Re1 Ge2
87498,Co8 Ge8 Te8
87499,Co16 Ge40 N64
87500,In4 Co4 O14
87501,Y2 Co5 Ni5
87502,Co2 Rh4 S8
87503,Sr1 Al9 Co2
87504,Co4 Pt4 O8
87505,Co4 Pt4 O8
87506,Co4 Pt4 O8
87507,Pr3 Co11 B4
87508,Tm6 Co30 P19
87509,Sc7 Co1 Br12
87510,Nb12 Co8 Si4
87511,Tb3 Co2 Ge4
87512,Co1 N6 Cl3
87513,Er1 Co12 B6
87514,Gd2 Co2 Si2
87515,Tb1 Mg1 Co4
87516,Tb16 Mg4 Co4
87517,Th2 Co18 Si4
87518,Ta8 Co16 O36
87519,Ta8 Co16 O36
87520,Ta4 Co8 O18
87521,Mn2 Co2 Si4
87522,Tm4 Co20 P12
87523,Nd2 In8 Co1
87524,Co2 N8 F24
87525,Y1 Co1 C2
87526,Er10 Co8 Si28
87527,Ga1 Fe1 Co2
87528,Co4 Sb1 O8
87529,V2 Co2 Sb2
87530,V1 Co1 Sb1
87531,Co4 I8 O24
87532,Co4 I8 O24
87533,Co1 I2 O6
87534,Co4 I8 O24
87535,Co4 I8 O24
87536,Co4 I8 O24
87537,Co4 I8 O24
87538,Co1 I2 O6
87539,Yb1 Co3 B2
87540,Ga1 Co2 Ni1
87541,Ga1 Co2 Ni1
87542,Ga1 Co2 Ni1
87543,Ga1 Co2 Ni1
87544,Ho20 Co4 Sb8
87545,Pr2 Co16 Cu1
87546,Ga2 Co1 Ni1
87547,Ga2 Co1 Ni1
87548,Ho1 Co12 B6
87549,Ti10 Co2 Sn6
87550,Ce2 Co8 B8
87551,Ga4 Co8 N12
87552,Sm1 Co1 Si4
87553,Ce1 Co5 H4
87554,Zr2 Co1 Ir1
87555,Tb4 Co2 Si4
87556,Tb12 Co5 Bi1
87557,Y6 Co16 Sn8
87558,V1 Co2 Ge1
87559,Tb20 Co4 Sb8
87560,Ti2 Mn1 Co1
87561,Co6 O2 F10
87562,Co6 O2 F10
87563,Co6 O2 F10
87564,Co6 O2 F10
87565,Co6 O2 F10
87566,Co6 O2 F10
87567,Co6 O2 F10
87568,Co6 O2 F10
87569,Co6 O2 F10
87570,Co6 O2 F10
87571,Co6 O2 F10
87572,Co6 O2 F10
87573,Co6 O2 F10
87574,Co6 O2 F10
87575,Co6 O2 F10
87576,Co6 O2 F10
87577,Co6 O2 F10
87578,Co6 O2 F10
87579,Co6 O2 F10
87580,Sm2 Ga8 Co2
87581,Ba2 Co3 O7
87582,Ba2 Co3 O7
87583,Tb8 Co56 B4
87584,Lu1 Co2 Ge2
87585,Al44 Co24 Si24
87586,V4 Co4 O16
87587,V2 Co2 O8
87588,V2 Co2 O8
87589,La4 Co4 I2
87590,Cs3 Co3 F9
87591,Pr1 Co1 Ge3
87592,Nb4 Co4 As4
87593,Co2 Bi2 Te2
87594,Ti4 Co4 N8
87595,Ti2 Co2 N4
87596,Zr6 Co1 Te2
87597,Fe6 Co3 O18
87598,Fe4 Co2 O12
87599,Fe6 Co3 O18
87600,Th2 Co2 Si2
87601,Co4 Ge4 Mo4
87602,Ba4 Co4 N8
87603,Co4 P4 O14
87604,Co8 P8 O28
87605,Co4 P4 O14
87606,Co4 P4 O14
87607,Ta6 Co10 B4
87608,Sm12 Co4 Si6
87609,Zr2 Co1 Ni1
87610,Nd12 Co4 Sn2
87611,U4 Ga12 Co1
87612,Co3 Ni3 As3
87613,Er1 Co2 Ge2
87614,Na12 Co4 N8
87615,Na24 Co8 N16
87616,Ho2 Co2 Sn4
87617,Co4 P10 O30
87618,Co4 P10 O30
87619,Zr1 Co4 Si1
87620,Er4 Co3 B6
87621,Ba1 Co4 O8
87622,Zn2 Co9 O13
87623,Ta16 Co8 N4
87624,Ce1 Mn5 Co7
87625,Nb2 Co6 O16
87626,Nb2 Co6 O16
87627,Nb2 Co6 O16
87628,Nb4 Co4 P4
87629,Lu2 Co1 Cu1
87630,Mn6 Co4 O16
87631,Tb2 Ga3 Co14
87632,Er4 Co4 Si4
87633,Co4 Se8 O20
87634,Ga4 Co2 N6
87635,Al3 Co20 B6
87636,Y6 Co8 Ge26
87637,Dy20 Co4 Bi8
87638,Sm2 Co5 Cu5
87639,Ti2 Ga1 Co1
87640,Pr6 Co1 Br10
87641,Tb2 In8 Co1
87642,Sr8 Co4 O16
87643,Sr8 Co4 O16
87644,Sr4 Co2 O8
87645,Sr8 Co4 O16
87646,Sr8 Co4 O16
87647,Sr4 Co2 O8
87648,Sr8 Co4 O16
87649,Sr8 Co4 O16
87650,Sr2 Co1 O4
87651,Y10 Co4 Te4
87652,K8 Co4 O8
87653,Co12 P12 O44
87654,Ba16 Co14 O38
87655,Ba16 Co14 O38
87656,Ba16 Co14 O38
87657,Fe2 Co2 O4
87658,Fe2 Co2 Ge2
87659,Fe2 Co2 Ge2
87660,K8 Co4 O12
87661,Rb8 Co4 Br16
87662,U4 Co6 Si2
87663,Nd8 Co56 B4
87664,Sm2 Fe15 Co2
87665,Ti6 Al16 Co7
87666,Fe4 Co6 O20
87667,Co8 Ru2 N8
87668,Dy13 Mg7 Co4
87669,Al2 Co1 Ru1
87670,Al2 Co1 Ru1
87671,Be2 Co1 Cu1
87672,La16 Cd4 Co4
87673,Ta2 Co21 B6
87674,Dy4 Co4 I2
87675,Y2 Mn5 Co12
87676,La2 Co2 Cu24
87677,Pr4 Al38 Co12
87678,Co4 Mo4 P4
87679,Li9 Co7 O16
87680,Li9 Co7 O16
87681,Li9 Co7 O16
87682,Li9 Co7 O16
87683,Li9 Co7 O16
87684,Li9 Co7 O16
87685,Li9 Co7 O16
87686,Li9 Co7 O16
87687,Li9 Co7 O16
87688,Li9 Co7 O16
87689,Li9 Co7 O16
87690,Li9 Co7 O16
87691,Li9 Co7 O16
87692,Li9 Co7 O16
87693,Li9 Co7 O16
87694,Li9 Co7 O16
87695,Li9 Co7 O16
87696,Li9 Co7 O16
87697,Li9 Co7 O16
87698,Li9 Co7 O16
87699,Li9 Co7 O16
87700,Li9 Co7 O16
87701,Li9 Co7 O16
87702,Li9 Co7 O16
87703,Li9 Co7 O16
87704,Li9 Co7 O16
87705,Li9 Co7 O16
87706,Li9 Co7 O16
87707,Li9 Co7 O16
87708,Li9 Co7 O16
87709,Li9 Co7 O16
87710,Li9 Co7 O16
87711,Li9 Co7 O16
87712,Li9 Co7 O16
87713,Li9 Co7 O16
87714,Li9 Co7 O16
87715,Li9 Co7 O16
87716,Li9 Co7 O16
87717,Li9 Co7 O16
87718,Li9 Co7 O16
87719,Li9 Co7 O16
87720,Li9 Co7 O16
87721,Li9 Co7 O16
87722,Li9 Co7 O16
87723,Li9 Co7 O16
87724,Li9 Co7 O16
87725,Li9 Co7 O16
87726,Li9 Co7 O16
87727,Li9 Co7 O16
87728,Li9 Co7 O16
87729,Li9 Co7 O16
87730,Li9 Co7 O16
87731,Li9 Co7 O16
87732,Li9 Co7 O16
87733,Li9 Co7 O16
87734,Li9 Co7 O16
87735,Li9 Co7 O16
87736,Li9 Co7 O16
87737,Li9 Co7 O16
87738,Li9 Co7 O16
87739,Li9 Co7 O16
87740,Lu2 Ga8 Co1
87741,Ta12 Co12 C4
87742,Eu2 Co12 P7
87743,Pr12 Co4 Ge8
87744,Mg14 Co1 C1
87745,Mg14 Co1 C1
87746,Pr2 Co16 P10
87747,Y4 Co12 O24
87748,Co4 S4 O40
87749,Co1 As2 O6
87750,Zn1 Co2 Ge1
87751,Nb2 Al2 Co8
87752,Gd2 Co8 B8
87753,Ce1 Co1 Ge3
87754,Li22 Co4 O16
87755,Hf18 Co2 Mo8
87756,La6 Co6 O16
87757,Nb8 Co4 O24
87758,Nb8 Co4 O24
87759,Nb8 Co4 O24
87760,Na4 Co12 O14
87761,Ho1 In1 Co4
87762,Eu2 Co16 P10
87763,Nd1 Co10 Mo2
87764,Tm1 Co3 B2
87765,Cd1 Co3 N1
87766,Li14 Co10 O24
87767,Li14 Co10 O24
87768,Li7 Co5 O12
87769,Li7 Co5 O12
87770,Li7 Co5 O12
87771,Li7 Co5 O12
87772,Li7 Co5 O12
87773,Li7 Co5 O12
87774,Li7 Co5 O12
87775,Li7 Co5 O12
87776,Li7 Co5 O12
87777,Li7 Co5 O12
87778,Li7 Co5 O12
87779,Li7 Co5 O12
87780,Li7 Co5 O12
87781,Li7 Co5 O12
87782,Li7 Co5 O12
87783,Li7 Co5 O12
87784,Li7 Co5 O12
87785,Li7 Co5 O12
87786,Li14 Co10 O24
87787,Li7 Co5 O12
87788,Li14 Co10 O24
87789,Li14 Co10 O24
87790,Li7 Co5 O12
87791,Li14 Co10 O24
87792,Li7 Co5 O12
87793,Li7 Co5 O12
87794,Li7 Co5 O12
87795,Li7 Co5 O12
87796,Li7 Co5 O12
87797,Li7 Co5 O12
87798,Li14 Co10 O24
87799,Li7 Co5 O12
87800,Li7 Co5 O12
87801,Li7 Co5 O12
87802,Li7 Co5 O12
87803,Li7 Co5 O12
87804,Li7 Co5 O12
87805,Li7 Co5 O12
87806,Li7 Co5 O12
87807,Li7 Co5 O12
87808,Li7 Co5 O12
87809,Gd4 Co20 P12
87810,Pr2 Co8 B8
87811,Eu1 Al9 Co2
87812,Tb3 Co6 Sn5
87813,Ti1 Mn1 Co2
87814,Co2 C2 O6
87815,Co2 C2 O6
87816,Co2 Ni10 N8
87817,Mg12 Cr2 Co2
87818,Mg12 Cr2 Co2
87819,Co4 B8 O16
87820,Co8 Hg4 O16
87821,Co4 Hg2 O8
87822,Co4 Hg2 O8
87823,Ca1 Co1 F6
87824,Co1 Si2 Se4
87825,Mn1 Co2 Ge1
87826,Li20 Co22 O42
87827,V4 Co6 N8
87828,Co2 Ge14 N20
87829,Al20 Co3 B6
87830,Pr1 Co2 As2
87831,Mg1 Co6 Ge6
87832,Dy12 Co4 Sn2
87833,Er16 In6 Co2
87834,Co1 Rh2 O6
87835,Cs4 Co2 Se4
87836,Ti1 In1 Co2
87837,Mn2 Ga1 Co1
87838,Na24 Co4 O16
87839,Na24 Co4 O16
87840,Na24 Co4 O16
87841,Mg12 Co2 B2
87842,Mg12 Co2 B2
87843,Na4 Co6 O8
87844,Na8 Co12 O16
87845,Gd1 Co1 Si3
87846,Zn4 Co4 N8
87847,Zr4 Co4 Re4
87848,Mg1 Co3 C1
87849,Sm14 Al14 Co12
87850,Mg2 Co8 O18
87851,Li1 Co7 O8
87852,Li3 Co11 O14
87853,Co4 Te8 O20
87854,Co8 Te16 O40
87855,Co8 Te16 O40
87856,Y2 Co1 Ru3
87857,Zr6 Ga2 Co1
87858,Al2 Fe1 Co1
87859,Al2 Fe1 Co1
87860,Mn2 Co1 Si1
87861,Hf2 Mg12 Co2
87862,Hf2 Mg12 Co2
87863,Sm6 Co8 Sn26
87864,Co10 B4 P2
87865,Sr1 Co2 P2
87866,Ho6 Co4 Si6
87867,U6 Co3 O18
87868,Ho4 Co1 Sn8
87869,Na2 Co22 O34
87870,Zr1 Co2 Sn1
87871,Mg4 Co4 N8
87872,Tl1 Co1 F3
87873,Ho6 Co30 Si18
87874,Co5 Ni1 O12
87875,Ba2 Co1 F6
87876,Sm1 Co2 P2
87877,La8 Co4 O16
87878,La8 Co4 O16
87879,Rb1 Mg6 Co1
87880,Rb1 Mg6 Co1
87881,Co4 C8 N8
87882,Co4 C8 N8
87883,Co2 C4 N4
87884,Sc1 Ga5 Co1
87885,Lu2 Co8 Ge4
87886,Dy3 Ga6 Co9
87887,Gd2 Al1 Co2
87888,Sm2 Co8 B8
87889,Er8 Ga12 Co4
87890,Hf4 Co4 Ge4
87891,Co4 Se4 S4
87892,Nd12 In1 Co6
87893,In4 Co12 C3
87894,Th1 Fe3 Co2
87895,Al1 Co3 C1
87896,Ba2 Co2 S4
87897,Co6 Sb2 O16
87898,Co6 Sb2 O16
87899,Co3 Sb1 O8
87900,Co6 Sb2 O16
87901,Dy6 Co30 Si18
87902,Na4 Co4 O8
87903,Na4 Co4 O8
87904,Na4 Co4 O8
87905,Na4 Co4 O8
87906,Na4 Co4 O8
87907,Na1 Co1 O2
87908,Na1 Co1 O2
87909,Na1 Co1 O2
87910,Na2 Co2 O4
87911,Co8 Sn12 Te12
87912,Ba4 Co4 O10
87913,Ba4 Co4 O10
87914,Ho4 Co6 Si10
87915,Al4 V4 Co4
87916,Zr18 Co5 Sn4
87917,Zr18 Co2 Mo8
87918,Co6 Bi4 N8
87919,Ti1 Zn1 Co2
87920,Er1 Co10 Mo2
87921,Ti2 Co1 Ir1
87922,Tb6 Co1 Cl10
87923,Pr6 Co8 Sn26
87924,Li10 Co16 O32
87925,Li5 Co8 O16
87926,La6 Zn6 Co12
87927,Ho2 Co2 Ni2
87928,Dy12 In2 Co4
87929,Co1 Sb1 Rh2
