,Formulas
86103,La1 Y1 Co10
86104,Nd1 Co2 B2
86105,Co10 P16 O56
86106,Ba12 Fe12 O32
86107,Al2 Fe4 O8
86108,Al2 Fe4 O8
86109,Al2 Fe4 O8
86110,Al2 Fe4 O8
86111,Al2 Fe1 Ni1
86112,Al2 Fe1 Ni1
86113,U4 Fe4 Si4
86114,Fe3 Rh1 N1
86115,La2 Fe2 O5
86116,La2 Fe2 O5
86117,La4 Fe4 O10
86118,Yb2 Fe4 Si9
86119,K8 Fe4 O10
86120,Ga7 Fe9 O24
86121,Zr6 Fe1 Bi2
86122,Np1 Ga5 Fe1
86123,Yb8 Fe56 B4
86124,Zr4 Al4 Fe4
86125,Mn10 Fe2 N8
86126,Na6 Fe1 Cl8
86127,Y1 Fe10 W2
86128,Sc4 Fe4 Si4
86129,Nb12 Fe12 Si24
86130,Ca9 Fe2 N8
86131,Fe9 Cu9 S16
86132,Cr2 Fe4 As12
86133,Mg14 Fe1 Si1
86134,Mg14 Fe1 Si1
86135,Li16 Fe2 S12
86136,Ho1 Fe10 Si2
86137,Fe10 Si4 B2
86138,Ti4 Fe1 S8
86139,Dy4 Fe2 C8
86140,Fe4 Sn4 N8
86141,Tb6 Fe1 Sb2
86142,U6 Al24 Fe8
86143,Sm8 Fe56 C4
86144,Rb2 Fe1 F4
86145,Ta16 Fe16 N32
86146,Ho1 Fe11 Re1
86147,Fe4 S6 O46
86148,Li20 Fe10 Cl40
86149,Li20 Fe10 Cl40
86150,Li4 Fe2 Cl8
86151,Ho1 Fe10 Re2
86152,Mg14 Nb1 Fe1
86153,Mg14 Nb1 Fe1
86154,K4 Fe10 Se10
86155,Dy1 Al8 Fe4
86156,Fe1 Mo3 As4
86157,Zr4 Fe6 Ge2
86158,Zr1 Al1 Fe2
86159,Fe4 Te3 S1
86160,Fe4 Te3 S1
86161,Tb3 Sm1 Fe34
86162,K17 Fe5 O16
86163,K2 Mg12 Fe2
86164,K2 Mg12 Fe2
86165,Li32 Fe8 O36
86166,Fe10 Ge6 O24
86167,Yb12 Fe4 S22
86168,Dy2 Fe3 Ni1
86169,K2 Fe22 O34
86170,K2 Fe22 O34
86171,V1 Fe1 Se1
86172,Fe20 Ni16 P12
86173,Tb6 Fe4 Si6
86174,Ca2 Fe6 O10
86175,Nb4 Fe2 Co6
86176,Li4 Fe6 O8
86177,U4 Fe4 Sn2
86178,Na12 Fe2 S8
86179,Fe2 As8 F36
86180,Er8 Fe56 B4
86181,Li8 Fe20 F68
86182,Eu1 Fe2 As2
86183,Th6 Fe24 P12
86184,Sr4 Fe4 O10
86185,Sr16 Fe16 O40
86186,Mn1 Al2 Fe1
86187,Nb8 Fe4 S16
86188,Nb8 Fe4 S16
86189,Nb2 Fe1 S4
86190,Tb4 Ga12 Fe1
86191,Nb4 Fe4 P4
86192,Ca4 Fe4 O8
86193,Ca4 Fe4 O8
86194,Ca4 Fe4 O8
86195,Ca4 Fe4 O8
86196,Ca1 Fe1 O2
86197,Sm8 Fe12 Si20
86198,Li3 Fe7 O12
86199,Fe6 Te2 O16
86200,Li12 Fe4 O16
86201,Li3 Fe1 O4
86202,Li6 Fe2 O8
86203,Li3 Fe1 O4
86204,Li12 Fe4 O16
86205,Li3 Fe1 O4
86206,Li12 Fe4 O16
86207,Dy1 Fe2 O4
86208,Na32 Fe8 O28
86209,Fe7 P8 O32
86210,Y1 V1 Fe11
86211,Nb6 Fe2 Se12
86212,Mg1 Fe4 O8
86213,Mg1 Fe4 O8
86214,Mg1 Fe4 O8
86215,Mg1 Fe4 O8
86216,Mg1 Fe4 O8
86217,Mg1 Fe4 O8
86218,Mg1 Fe4 O8
86219,Fe7 Ni6 O16
86220,Sm1 Fe4 P12
86221,Ta1 Fe2 Ge1
86222,Ta1 Fe2 Ge1
86223,Fe12 B4 O24
86224,Ho12 Fe20 O48
86225,Tm1 Fe6 Sn6
86226,Tb2 Fe8 Si4
86227,Cd1 Fe1 Rh2
86228,Tb2 Fe1 Si4
86229,Yb8 Fe12 Si20
86230,Mn1 Fe2 Ge1
86231,Mn1 Fe2 Ge1
86232,Dy2 Al20 Fe4
86233,Li5 Fe5 O10
86234,Li2 Fe2 O4
86235,Li16 Fe16 O32
86236,Li4 Fe4 O8
86237,Li1 Fe1 O2
86238,Li2 Fe2 O4
86239,Li1 Fe1 O2
86240,Li2 Fe2 O4
86241,Li4 Fe4 O8
86242,K1 Mg14 Fe1
86243,K1 Mg14 Fe1
86244,Fe8 P8 O36
86245,Mn8 Fe4 Ge20
86246,Fe3 P1 O7
86247,Tm12 Fe2 Pb3
86248,U1 Al7 Fe5
86249,Eu1 Mg2 Fe1
86250,Sm2 Fe17 B3
86251,Na6 Fe2 F12
86252,Fe2 Ni2 Ge2
86253,Fe2 Ni2 Ge2
86254,Fe4 Sb8 O24
86255,Lu6 Fe1 Sb2
86256,Na2 Fe2 S4
86257,Mn3 Fe9 C4
86258,Zr12 Fe2 Cl28
86259,Ba8 Fe12 F40
86260,Fe1 Ag3 F6
86261,Fe1 Ag3 F6
86262,Zr4 Fe4 F6
86263,Zr4 Fe4 F6
86264,Na4 Fe4 Br16
86265,Al79 Fe26 Si18
86266,Na4 Fe8 O12
86267,Na1 Fe2 O3
86268,Tb2 Fe17 C2
86269,V12 Fe6 O35
86270,Sm1 Fe1 C2
86271,Ho2 Al3 Fe1
86272,Cr16 Fe16 N32
86273,Cr2 Fe2 N4
86274,Fe3 Pb8 F24
86275,Mn3 Fe3 Ge2
86276,Fe8 As10 O26
86277,Fe8 As10 O26
86278,Na2 Fe2 N2
86279,Na2 Fe2 N2
86280,Na1 Fe1 N1
86281,Fe4 Sn4 O12
86282,Fe4 Sn4 O12
86283,Fe1 Sn1 O3
86284,Tb2 Fe12 Sn12
86285,Fe16 C56 O52
86286,Sm1 Cr2 Fe10
86287,Sm12 Fe26 Sn2
86288,Li6 Fe10 O18
86289,Pr2 Fe2 Co2
86290,Mn1 In1 Fe1
86291,Mn2 In2 Fe2
86292,Mg16 Al12 Fe1
86293,Na16 Fe8 O20
86294,Mg14 Fe1 Bi1
86295,Mg14 Fe1 Bi1
86296,Tm6 Fe1 Sb2
86297,Be2 Fe1 Pt1
86298,Sr8 Fe12 O26
86299,Gd1 Ga6 Fe6
86300,La1 Fe4 Sb12
86301,Zr2 Fe1 Tc1
86302,Zr2 Fe1 Tc1
86303,Mg14 Fe1 Sb1
86304,Mg14 Fe1 Sb1
86305,Fe2 Mo2 As4
86306,Ba6 Fe25 S27
86307,Cs20 Fe4 O16
86308,Cs20 Fe4 O16
86309,Cs8 Fe4 O10
86310,Ta8 Fe8 Si14
86311,Fe6 O6 F6
86312,Fe6 O6 F6
86313,Fe6 O6 F6
86314,Fe6 O6 F6
86315,Fe16 O16 F16
86316,Fe16 O16 F16
86317,Fe16 O16 F16
86318,Fe6 O6 F6
86319,Fe8 O8 F8
86320,Fe8 O8 F8
86321,Fe8 O8 F8
86322,Fe12 O12 F12
86323,Fe18 O18 F18
86324,Fe6 O6 F6
86325,Fe6 O6 F6
86326,Fe12 O12 F12
86327,Fe12 O12 F12
86328,Fe12 O12 F12
86329,Fe6 O6 F6
86330,Fe12 O12 F12
86331,Fe18 O18 F18
86332,Fe12 O12 F12
86333,Fe12 O12 F12
86334,Fe12 O12 F12
86335,Fe8 O8 F8
86336,Fe8 O8 F8
86337,Fe12 O12 F12
86338,Fe12 O12 F12
86339,Fe12 O12 F12
86340,Fe12 O12 F12
86341,Fe12 O12 F12
86342,Fe12 O12 F12
86343,Fe18 O18 F18
86344,Fe8 O8 F8
86345,Fe18 O18 F18
86346,Fe12 O12 F12
86347,Fe6 O6 F6
86348,Fe8 O8 F8
86349,Fe12 O12 F12
86350,Fe12 O12 F12
86351,Fe4 O4 F4
86352,Fe6 O6 F6
86353,Fe18 O18 F18
86354,Fe6 O6 F6
86355,Fe6 O6 F6
86356,Fe8 O8 F8
86357,Fe12 O12 F12
86358,Fe12 O12 F12
86359,Fe18 O18 F18
86360,Fe12 O12 F12
86361,Fe12 O12 F12
86362,Fe8 O8 F8
86363,Fe18 O18 F18
86364,Fe12 O12 F12
86365,Fe12 O12 F12
86366,Fe18 O18 F18
86367,Fe18 O18 F18
86368,Fe18 O18 F18
86369,Fe18 O18 F18
86370,Fe8 O8 F8
86371,Fe12 O12 F12
86372,Fe4 O4 F4
86373,Fe12 O12 F12
86374,Fe18 O18 F18
86375,Fe18 O18 F18
86376,Fe6 O6 F6
86377,Fe6 O6 F6
86378,Fe6 O6 F6
86379,Fe6 O6 F6
86380,Fe12 O12 F12
86381,Fe18 O18 F18
86382,Fe4 O4 F4
86383,Fe12 O12 F12
86384,Fe18 O18 F18
86385,Fe18 O18 F18
86386,Fe12 O12 F12
86387,Fe18 O18 F18
86388,Fe18 O18 F18
86389,Fe18 O18 F18
86390,Fe18 O18 F18
86391,Fe12 O12 F12
86392,Fe18 O18 F18
86393,Fe18 O18 F18
86394,Fe18 O18 F18
86395,Fe18 O18 F18
86396,Fe12 O12 F12
86397,Fe18 O18 F18
86398,Fe18 O18 F18
86399,Fe6 O6 F6
86400,Fe12 O12 F12
86401,Fe12 O12 F12
86402,Fe12 O12 F12
86403,Fe18 O18 F18
86404,Fe12 O12 F12
86405,Fe6 O6 F6
86406,Fe12 O12 F12
86407,Fe3 O3 F3
86408,Fe6 O6 F6
86409,Fe6 O6 F6
86410,Fe4 O4 F4
86411,Fe4 O4 F4
86412,Fe4 O4 F4
86413,Fe4 O4 F4
86414,Fe6 O6 F6
86415,Fe6 O6 F6
86416,Fe2 O2 F2
86417,Fe8 O8 F8
86418,Fe4 O4 F4
86419,Fe4 O4 F4
86420,Fe4 O4 F4
86421,Fe2 O2 F2
86422,Fe4 O4 F4
86423,Fe4 O4 F4
86424,Fe8 O8 F8
86425,Fe4 O4 F4
86426,Fe4 O4 F4
86427,Fe3 O3 F3
86428,Ta4 Fe4 As4
86429,Fe2 Co2 Si4
86430,Mg2 Fe9 O13
86431,Al1 Fe2 Ni1
86432,Er1 Fe2 Ge2
86433,Li12 Fe12 O36
86434,Li2 Fe2 O6
86435,Li2 Fe2 O6
86436,Li4 Fe4 O12
86437,Li4 Fe4 O12
86438,Li1 Fe1 O3
86439,Al4 Fe5 Rh1
86440,Sm4 Fe31 Si3
86441,Nd1 Fe10 Si2
86442,Pr2 Fe2 Ge4
86443,Er2 Fe2 Ni2
86444,Li21 Fe4 O16
86445,Y2 Ga2 Fe15
86446,Y6 Fe6 O18
86447,Y4 Fe4 O12
86448,Y1 Fe1 O3
86449,Zn2 Fe8 O12
86450,La4 Fe4 I2
86451,Fe1 Cu5 S4
86452,Fe1 Cu5 S4
86453,Ti16 Fe8 O4
86454,Ti16 Fe8 O4
86455,V2 Fe2 As4
86456,Fe12 Ge3 As2
86457,Zr4 Fe1 Se8
86458,Fe3 Ni1 As4
86459,Tb4 Fe34 H6
86460,Ga4 Fe2 N6
86461,Pr1 Fe4 P12
86462,Yb2 Fe8 Ge4
86463,Tb2 Fe2 Ge4
86464,Dy2 Fe12 Ge12
86465,Cr3 Fe3 As3
86466,Hf1 Ti1 Fe2
86467,Fe8 Cl24 O20
86468,Fe8 Cl24 O20
86469,Fe2 C12 N18
86470,Fe16 H20 O34
86471,Fe16 H20 O34
86472,Fe16 H20 O34
86473,Fe16 H20 O34
86474,Fe16 H20 O34
86475,Fe16 H20 O34
86476,Fe16 H20 O34
86477,Fe16 H20 O34
86478,Al4 Fe6 O18
86479,Al16 Fe24 O72
86480,Fe4 P6 O24
86481,Fe8 P12 O48
86482,Fe4 P6 O24
86483,Fe4 P6 O24
86484,Tl2 Fe2 S4
86485,Tl1 Fe1 S2
86486,Fe7 O3 F13
86487,Fe7 O3 F13
86488,Mg12 Fe2 Ni2
86489,Mg6 Fe1 Ni1
86490,Mg6 Fe1 Ni1
86491,Fe1 Co1 Sn4
86492,Ce8 Fe56 B4
86493,Fe4 Ge2 O8
86494,Cr1 Fe1 Sb4
86495,Ce1 Y1 Fe4
86496,Rb4 Fe4 I16
86497,Ga1 Fe1 Ni2
86498,Ga1 Fe1 Ni2
86499,Er6 Al8 Fe4
86500,Sc2 Fe8 Si4
86501,Tb1 Fe1 C2
86502,La30 Fe2 Ge18
86503,Na4 Fe4 F12
86504,Na2 Fe2 F6
86505,Pa1 Al1 Fe2
86506,Sm1 Fe10 Re2
86507,Cs12 Fe8 S16
86508,Li28 Fe8 O26
86509,Pr12 Ga2 Fe26
86510,La12 Al10 Fe18
86511,Al53 Fe17 Si12
86512,Mn1 Al1 Fe2
86513,Mn1 Al1 Fe2
86514,Dy1 Fe10 Re2
86515,Ce1 Fe4 Sb12
86516,Ga1 Fe19 N5
86517,Ta8 Fe2 P2
86518,Lu1 Fe1 C2
86519,Fe3 Co3 Sn6
86520,Mn4 Fe2 O8
86521,Mn4 Fe2 O8
86522,Mn4 Fe2 O8
86523,Mn4 Fe2 O8
86524,Rb16 Fe4 O14
86525,Rb32 Fe8 O28
86526,Cr8 Fe4 O38
86527,Nd12 Zn2 Fe26
86528,Fe8 Ir2 N8
86529,Ca3 Fe2 N4
86530,Fe3 P2 O10
86531,Fe6 P4 O20
86532,Sm8 Fe56 B4
86533,Fe2 Ni2 Se8
86534,Ti7 Fe13 O30
86535,Ti7 Fe13 O30
86536,Ti7 Fe13 O30
86537,Li4 Fe8 N8
86538,V5 Fe1 O12
86539,V5 Fe1 O12
86540,Cr12 Fe7 O48
86541,Cr12 Fe7 O48
86542,Li4 Fe4 N4
86543,Li1 Fe1 N1
86544,K4 Fe2 F10
86545,K32 Fe16 F80
86546,K16 Fe8 F40
86547,K32 Fe16 F80
86548,K8 Fe4 F20
86549,Ho4 Fe2 Si4
86550,Ho2 Fe1 Si2
86551,Ca2 Fe8 O12
86552,Yb1 Al6 Fe6
86553,Zr6 Fe1 Cl15
86554,Ca1 Fe4 O8
86555,Ca1 Fe4 O8
86556,K12 Fe24 F76
86557,Er1 V2 Fe10
86558,Cs4 Fe4 N4
86559,Nd1 Ga6 Fe6
86560,Ho6 Fe16 O1
86561,U4 Fe6 Si10
86562,Cs8 Fe6 F20
86563,Gd1 V2 Fe10
86564,Yb1 Fe2 Si2
86565,Mn6 Fe2 N6
86566,Li1 Mg14 Fe1
86567,Li1 Mg14 Fe1
86568,Pr8 Fe56 B4
86569,Pr8 Fe56 B4
86570,Ti12 Fe12 Si24
86571,La1 Fe2 Ge2
86572,Mg1 Fe4 S8
86573,Mg1 Fe4 S8
86574,Li2 Fe4 F14
86575,Li2 Fe4 F14
86576,Li4 Fe8 F28
86577,Li4 Fe8 F28
86578,Ho1 Fe1 C2
86579,Rb2 Fe2 S4
86580,Rb2 Fe2 S4
86581,Ti4 Fe3 O12
86582,Th2 Al20 Fe4
86583,Fe1 S2 O9
86584,Nb2 Fe1 Mo1
86585,Na10 Fe6 F28
86586,Na10 Fe6 F28
86587,Na10 Fe6 F28
86588,Pr4 Fe20 Sb60
86589,Al1 Fe3 B1
86590,U2 Fe2 Si4
86591,Hf4 Al4 Fe4
86592,Hf4 Al4 Fe4
86593,V2 Fe8 N8
86594,Ba8 Fe3 N8
86595,Ce2 Fe17 C1
86596,Gd2 Fe17 C1
86597,Lu12 In2 Fe3
86598,Cr28 Fe4 O48
86599,Cr28 Fe4 O48
86600,Cr28 Fe4 O48
86601,Cr28 Fe4 O48
86602,Cr28 Fe4 O48
86603,Cr28 Fe4 O48
86604,Zr4 Mn4 Fe4
86605,Zr4 Mn4 Fe4
86606,Fe1 Si4 O6
86607,Fe1 Si4 O6
86608,Dy4 Al3 Fe5
86609,K12 Fe4 O8
86610,Cs14 Fe8 F30
86611,Fe2 Ir1 Rh1
86612,Fe12 W2 N8
86613,Y3 Fe18 Sn18
86614,Fe2 Pt1 Rh1
86615,Rb14 Fe8 Te16
86616,Pr12 Fe26 Sn2
86617,Mg2 Nb1 Fe1
86618,Tl3 Fe1 F6
86619,Zr4 Fe4 N8
86620,Ti4 Fe12 O24
86621,Ti1 Fe3 O6
86622,Ti5 Fe15 O30
86623,La7 Fe2 O16
86624,Ca1 Fe18 O26
86625,Gd2 Fe8 B2
86626,Nb1 Fe1 B1
86627,Nb3 Fe3 B3
86628,Nb3 Fe3 B3
86629,U12 Fe1 Ni1
86630,Cr1 Fe2 Sb1
86631,U1 Ga6 Fe6
86632,K6 Fe4 O8
86633,Fe36 B4 P8
86634,Tb3 Nd1 Fe34
86635,Sm1 Fe2 Si2
86636,Fe9 P1 O12
86637,Ce4 Fe3 B6
86638,Fe3 S2 O15
86639,Fe10 Ni2 N8
86640,V2 Cr2 Fe1
86641,Fe2 C2 N4
86642,Nd12 Fe26 Bi2
86643,Th2 Fe5 Co5
86644,Pr12 Tl2 Fe26
86645,Tm1 Fe2 O4
86646,Fe12 P8 O32
86647,Fe6 P4 O16
86648,Fe36 P24 O96
86649,Fe1 Ni1 Pt2
86650,Fe1 Ni1 Pt2
86651,Nd1 Fe4 As12
86652,Y6 Fe2 B14
86653,Al2 Fe6 F30
86654,Al1 Fe3 F15
86655,Sr2 Fe23 O38
86656,Sr2 Fe23 O38
86657,Sr2 Fe23 O38
86658,Cr2 Fe2 S8
86659,Ho4 Fe34 N6
86660,Sm1 Fe10 Mo2
86661,Tb1 Dy3 Fe8
86662,V1 Ga1 Fe2
86663,Ce2 Fe17 N3
86664,Lu4 Fe20 P12
86665,Zr2 Fe8 P4
86666,Zn4 Fe1 S5
86667,Sm4 Fe4 B16
86668,Ce1 Fe1 Ge3
86669,Sr2 Fe24 O38
86670,Sr2 Fe24 O38
86671,Dy1 Al7 Fe5
86672,Cr9 Fe1 B6
86673,Nd8 Fe2 S14
86674,Fe1 Ni1 Sn1
86675,Fe2 Ni2 Sn2
86676,Fe2 Ni2 Sn2
86677,Mn19 Fe17 O48
86678,Fe8 Cu4 S12
86679,Fe8 Cu4 S12
86680,Fe8 Cu4 S12
86681,Fe2 Cu1 S3
86682,Fe4 S4 O44
86683,Ti3 Fe33 O48
86684,Ti2 Fe22 O32
86685,Ca2 Fe22 O33
86686,Sr3 Fe2 O7
86687,Na8 Fe12 O26
86688,Hf4 Fe8 Si8
86689,U4 Fe4 Ge4
86690,Mn5 Fe5 Si6
86691,Mn5 Fe5 Si6
86692,Er4 Fe4 O12
86693,Tl2 Fe4 S6
86694,Fe1 Co10 N8
86695,Zr1 Sc1 Fe4
86696,Ce1 Mg2 Fe1
86697,Fe26 Sn4 O40
86698,Lu4 Fe6 O14
86699,Fe12 P8 O36
86700,Fe7 O2 F14
86701,Mn1 Fe2 P1
86702,Fe1 Pb1 W2
86703,Ta2 V1 Fe1
86704,Fe16 P24 O84
86705,Gd1 Fe2 Si2
86706,Dy4 Al4 Fe4
86707,Fe7 Si1 O10
86708,Fe14 Si2 O20
86709,Fe10 B4 P2
86710,Tb4 Al4 Fe4
86711,Tb4 Al4 Fe4
86712,Ce8 Fe56 C4
86713,Ce2 Fe2 Co2
86714,Li14 Fe2 S9
86715,Zn4 Fe1 Se5
86716,Fe10 Co2 N8
86717,Tl12 Fe8 S16
86718,La1 Fe4 P12
86719,Nd1 Fe2 Si2
86720,Mg14 Fe1 C1
86721,Mg14 Fe1 C1
86722,Fe8 O14 F2
86723,Fe8 O14 F2
86724,Fe8 O14 F2
86725,Fe8 O14 F2
86726,Fe8 O14 F2
86727,Fe8 O14 F2
86728,Fe8 O14 F2
86729,Fe8 O14 F2
86730,Fe4 O7 F1
86731,Fe8 O14 F2
86732,Fe8 O14 F2
86733,Fe8 O14 F2
86734,Fe8 O14 F2
86735,Fe8 O14 F2
86736,Fe8 O14 F2
86737,Fe8 O14 F2
86738,Fe8 O14 F2
86739,Fe8 O14 F2
86740,Fe8 O14 F2
86741,Fe8 O14 F2
86742,Fe4 O7 F1
86743,Fe4 O7 F1
86744,Fe8 O14 F2
86745,Fe8 O14 F2
86746,Fe8 O14 F2
86747,Fe4 Pb6 N8
86748,Er1 Al8 Fe4
86749,U2 Fe2 Se6
86750,Fe10 Cu1 N8
86751,Tm4 Ga4 Fe30
86752,Na4 Fe8 O16
86753,Na1 Fe2 O4
86754,Na4 Fe8 O16
86755,Na4 Fe8 O16
86756,Na4 Fe8 O16
86757,Na2 Fe4 O8
86758,Na2 Fe4 O8
86759,K6 Fe2 F6
86760,Fe4 Te2 O12
86761,Mg12 Al2 Fe2
86762,Mg12 Al2 Fe2
86763,Tl2 Fe1 S2
86764,Fe4 S6 O34
86765,K40 Fe8 O32
86766,Ga2 Fe1 Co1
86767,Hf12 Fe12 Ge24
86768,Tm4 Fe4 B16
86769,La4 Al32 Fe8
86770,Li2 Fe4 O6
86771,Li1 Fe2 O3
86772,Li2 Fe4 O6
86773,Li2 Fe4 O6
86774,Li1 Fe2 O3
86775,Mn5 Fe5 C4
86776,Tm3 Fe18 Ge18
86777,Tb4 Fe1 Sn8
86778,Er3 Fe18 Ge18
86779,Er1 Fe6 Ge6
86780,Fe10 H2 O16
86781,Sc4 Fe1 Si7
86782,Ta4 Fe8 O18
86783,Tb8 Fe56 B4
86784,Ti8 Fe16 O32
86785,Ti4 Fe8 O16
86786,Ti2 Fe4 O8
86787,Ti4 Fe8 O16
86788,Ti2 Fe4 O8
86789,Fe6 O7 F5
86790,Fe6 O7 F5
86791,Fe6 O7 F5
86792,Fe6 O7 F5
86793,Fe6 O7 F5
86794,Fe6 O7 F5
86795,Fe6 O7 F5
86796,Fe6 O7 F5
86797,Fe6 O7 F5
86798,Fe6 O7 F5
86799,Fe6 O7 F5
86800,Fe6 O7 F5
86801,Fe6 O7 F5
86802,Fe6 O7 F5
86803,Fe6 O7 F5
86804,Fe6 O7 F5
86805,K1 Fe2 Se2
86806,Fe6 P16 O74
86807,Fe4 S4 O24
86808,Pr1 Ti1 Fe11
86809,Ho2 Fe12 Ge12
86810,Ho4 Fe4 O12
86811,Sm2 Fe2 Co2
86812,Y2 Fe4 O8
86813,Y2 Fe4 O8
86814,Y3 Fe6 O12
86815,Y2 Fe4 O8
86816,Y2 Fe4 O8
86817,Y2 Fe4 O8
86818,Y2 Fe4 O8
86819,Y2 Fe4 O8
86820,Y2 Fe4 O8
86821,Fe6 B2 O10
86822,Fe12 B4 O20
86823,Fe24 B8 O40
86824,Tb2 Ga3 Fe1
86825,Lu2 Al20 Fe4
86826,Fe1 Ni2 Se4
86827,Fe4 H14 O13
86828,Fe4 H14 O13
86829,Fe4 H14 O13
86830,Fe4 H14 O13
86831,Li4 Fe3 O8
86832,Li4 Fe3 O8
86833,Fe2 Ni6 N6
86834,K12 Fe4 Se12
86835,Dy6 Fe16 O1
86836,Fe16 Se16 O56
86837,Fe6 P12 O40
86838,Sm1 Dy1 Fe4
86839,In1 Fe1 Ni1
86840,In2 Fe2 Ni2
86841,In2 Fe2 Ni2
86842,K1 Fe2 As2
86843,Er4 Fe3 Ge4
86844,Al1 Fe1 Rh2
86845,Y1 Al7 Fe5
86846,Zr6 Ga2 Fe1
86847,Pr10 Fe4 Sb2
86848,V16 Fe1 O41
86849,Fe65 B6 N6
86850,Y2 Fe12 Ge12
86851,Al1 V1 Fe2
86852,Al1 V1 Fe2
86853,Al1 V1 Fe2
86854,Fe3 Si4 Ir1
86855,Na2 Fe2 O6
86856,Na1 Fe1 O3
86857,Tm2 Fe8 Si4
86858,Y4 Ga12 Fe1
86859,Rb4 Fe12 O20
86860,Rb4 Fe12 O20
86861,Yb4 Fe3 B6
86862,Fe12 W12 C6
86863,Pr12 Fe26 Bi2
86864,Cr2 Fe2 Ge4
86865,K28 Fe8 O26
86866,Hf2 Fe1 Ir1
86867,Ba10 Fe10 O28
86868,Er12 Fe20 O48
86869,Mn1 Fe1 O2
86870,Al2 Fe1 Pt1
86871,Cs12 Fe4 Se12
86872,Fe6 O4 F12
86873,Mg14 Fe1 Mo1
86874,Mg14 Fe1 Mo1
86875,Ho2 Ga3 Fe1
86876,Fe4 Cu2 Ge4
86877,Fe4 Ni6 N8
86878,Zr2 Fe1 Pt1
86879,In4 Fe2 S8
86880,Er4 Fe4 B16
86881,Rb2 Fe2 Se4
86882,Li10 Fe21 O32
86883,Sm2 Fe17 N3
86884,Tb2 Al3 Fe1
86885,Ti1 Ga1 Fe2
86886,Fe4 Ir2 N6
86887,Ho6 Fe1 Sb2
86888,Ba10 Fe8 S22
86889,Yb1 Al7 Fe5
86890,Be1 Fe2 W1
86891,Ho2 Fe9 Si3
86892,Th4 Fe2 Se10
86893,Be1 Fe1 Co2
86894,Ta1 Fe1 O3
86895,U2 Ti2 Fe2
86896,Zr3 Ta1 Fe8
86897,Sc1 Fe10 Si2
86898,Fe6 O2 F10
86899,Fe6 O2 F10
86900,Fe6 O2 F10
86901,Fe6 O2 F10
86902,Fe6 O2 F10
86903,Fe6 O2 F10
86904,Fe6 O2 F10
86905,Fe6 O2 F10
86906,Fe6 O2 F10
86907,Fe6 O2 F10
86908,Fe6 O2 F10
86909,Fe6 O2 F10
86910,Fe6 O2 F10
86911,Fe6 O2 F10
86912,Fe6 O2 F10
86913,Fe6 O2 F10
86914,Fe6 O2 F10
86915,Fe6 O2 F10
86916,Fe10 O4 F16
86917,Fe10 O4 F16
86918,Fe10 O4 F16
86919,Fe10 O4 F16
86920,Fe10 O4 F16
86921,Fe10 O4 F16
86922,Fe10 O4 F16
86923,Fe10 O4 F16
86924,Fe10 O4 F16
86925,Fe10 O4 F16
86926,Fe10 O4 F16
86927,Fe10 O4 F16
86928,Fe10 O4 F16
86929,Fe10 O4 F16
86930,Fe10 O4 F16
86931,Fe10 O4 F16
86932,Fe10 O4 F16
86933,Fe10 O4 F16
86934,Fe3 Co5 O16
86935,Fe3 Co5 O16
86936,Li6 Fe6 O16
86937,Li3 Fe3 O8
86938,Li6 Fe6 O16
86939,Li6 Fe6 O16
86940,Li3 Fe3 O8
86941,Li3 Fe3 O8
86942,Li6 Fe6 O16
86943,Nd12 Fe26 Ge2
86944,Fe5 Sn1 O8
86945,Tm2 Fe8 B2
86946,Fe3 Pd1 N1
86947,Fe4 P2 O10
86948,Fe4 P2 O10
86949,Pr2 Fe2 Sb4
86950,Ce1 Fe1 Ni4
86951,Sm4 Fe31 Co3
86952,Fe2 Co1 Se4
86953,Fe2 Co1 Se4
86954,Fe2 Co1 Se4
86955,Fe4 As4 O16
86956,Fe6 As6 O24
86957,Nd1 Fe12 B6
86958,Zr1 Ga6 Fe6
86959,Sc4 Fe6 Ru2
86960,Tb1 Ho1 Fe4
86961,Mn8 Fe4 Sb6
86962,Mg16 Fe4 O20
86963,Mg8 Fe2 O10
86964,Mg8 Fe2 O10
86965,Mg16 Fe4 O20
86966,Mg8 Fe2 O10
86967,Nd2 Fe17 C1
86968,Sr2 Fe10 N8
86969,Nd8 Fe92 B12
86970,Er4 Fe28 Si6
86971,Fe2 N2 Cl6
86972,Fe2 N2 Cl6
86973,Fe6 P12 O54
86974,Cs12 Fe4 O12
86975,Ba2 Fe4 As4
86976,Ba1 Fe2 As2
86977,Ti2 Mn1 Fe1
86978,Er1 Ga6 Fe6
86979,Er1 Ga6 Fe6
86980,Zr4 Fe4 Re4
86981,Ho2 Mn2 Fe2
86982,Lu2 Fe12 P7
86983,Al28 Fe4 Cu8
86984,Fe2 Mo6 S8
86985,Ce4 Fe4 O12
86986,Ce1 Fe1 O3
86987,Y1 Al3 Fe2
86988,Ce1 Fe2 Ge2
86989,V2 Fe1 Mo1
86990,In1 Fe29 O40
86991,Rb4 Fe4 Br16
86992,Ce12 Al6 Fe22
86993,Tb1 Fe2 Si2
86994,V14 Fe5 O32
86995,Dy4 Fe4 O12
86996,Cr2 Fe2 B4
86997,Zn2 Fe10 N8
86998,Sm2 V1 Fe16
86999,Tb12 Fe20 O48
87000,Tb12 Fe20 O48
87001,Al4 Fe6 Si6
87002,Sm2 Fe12 P7
